,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
NSSC-32,0.8788959321367764,0.7608735531441646,1.2118716886475474,1.0205754193535932,1.8438579755057927,0.5977774353097874,0.7260325690661134,1.222012244706309,0.8933345685996245,1.564093376689145,0.8942106483342476,0.8837155942302299,0.7182114469352052,0.8277553194115453,1.132419291184627,0.9454115060148548,0.9827382334526522,1.1299463306590671,0.8750498541618751,1.278217862458287,1.171100945090617,1.8787127748038044,1.3160262090801493,1.5121931820855654,1.1405923365009176,1.5294092777008503,0.9543847154984864,0.6700829382674117,0.7882776786228128,1.1436211588686491
NSSCP-32,1.6819177034155044,1.128355636260186,1.135732892953046,1.0752420019759188,1.4772981826708342,1.5328003206652276,2.6265198397685707,1.7418803339272544,2.1243891525742584,1.1447765861418415,1.3794496566664078,1.365519765988288,1.9005466995691467,1.8943308272077797,1.8860440047935154,,,,,,,,,,,,,,,
